L1,L2,L3,Tag1,Tag2,Tag3,Tag4,Tag5,Flav1,Flav2,Flav3,Flav4,Flav5,Item Name
Home,Kitchenware,Food storage,,,,,,Non food,,,,,Pyrex Glass Food Storage Dish with Lid 1.6L
Home,Kitchenware,Food storage,,,,,,Non food,,,,,Rubbermaid Brilliance Leak-Proof Food Storage Container 1.9L
Home,Kitchenware,Food storage,,,,,,Non food,,,,,Sistema Airtight Food Storage Container 1.5L
Home,Kitchenware,Food storage,,,,,,Non food,,,,,Zyliss Klip It Food Storage Container 1.4L
Home,Kitchenware,Food storage,,,,,,Non food,,,,,Tupperware Stackable Kitchen Storage Box 2L
Home,Kitchenware,Food storage,,,,,,Non food,,,,,Curver Modular Mates Food Storage Container 1.7L
Home,Kitchenware,Food storage,,,,,,Non food,,,,,Tesco Airtight Food Storage Tub 1.6L
Home,Kitchenware,Food storage,,,,,,Non food,,,,,IKEA Kitchen Food Storage Jar 1.6L
Home,Kitchenware,Food storage,,,,,,Non food,,,,,Zyliss Twist & Seal Food Storage Canister 1.8L
Home,Kitchenware,Kitchen appliances,,,,,,Non food,,,,,Kenwood Compact Food Processor
Home,Kitchenware,Kitchen appliances,,,,,,Non food,,,,,Swan 1.7L Electric Kettle
Home,Kitchenware,Kitchen appliances,,,,,,Non food,,,,,Panasonic Compact Microwave Oven 20L
Home,Kitchenware,Kitchen appliances,,,,,,Non food,,,,,Crock-Pot Digital Slow Cooker 6.5L
Home,Kitchenware,Kitchen appliances,,,,,,Non food,,,,,Sage Espresso Coffee Machine 15 Bar
Home,Kitchenware,Kitchen appliances,,,,,,Non food,,,,,Morphy Richards Lite 4-Slice Toaster
Home,Kitchenware,Kitchen appliances,,,,,,Non food,,,,,Braun Hand Blender Set
Home,Kitchenware,Kitchen appliances,,,,,,Non food,,,,,KitchenAid Accents Stand Mixer
Home,Kitchenware,Kitchen appliances,,,,,,Non food,,,,,Magimix Compact Food Processor 600W
Home,Kitchenware,Kitchen appliances,,,,,,Non food,,,,,Tefal Compact Food Steamer
Home,Kitchenware,Kitchen appliances,,,,,,Non food,,,,,Bosch Daily Collection Mini Chopper
Home,Kitchenware,Kitchen appliances,,,,,,Non food,,,,,Philips 1.5L Jug Blender
Home,Kitchenware,Kitchen appliances,,,,,,Non food,,,,,Breville 1.7L Electric Jug Kettle
Home,Kitchenware,Kitchen appliances,,,,,,Non food,,,,,Tower 2-in-1 Mini Oven & Grill
Home,Kitchenware,Kitchen appliances,,,,,,Non food,,,,,Dualit 2-Slice Toaster Stainless Steel
Home,Kitchenware,Kitchen appliances,,,,,,Non food,,,,,Tefal 3-in-1 Sandwich Maker
Home,Kitchenware,Kitchen appliances,,,,,,Non food,,,,,Krups Compact Electric Coffee Grinder
Home,Kitchenware,Kitchen appliances,,,,,,Non food,,,,,Sage Compact Electric Egg Boiler
Home,Kitchenware,Kitchen appliances,,,,,,Non food,,,,,Tefal Compact Electric Griddle
Home,Kitchenware,Kitchen appliances,,,,,,Non food,,,,,KitchenAid Compact Electric Kettle 1.7L
Home,Kitchenware,Kitchen appliances,,,,,,Non food,,,,,Crock-Pot Compact Slow Cooker 3.5L
Home,Kitchenware,Kitchen appliances,,,,,,Non food,,,,,Breville Compact Toaster 2 Slice
Home,Kitchenware,Kitchen appliances,,,,,,Non food,,,,,Braun Electric Hand Mixer
Home,Kitchenware,Kitchen appliances,,,,,,Non food,,,,,George Foreman Mini Electric Grill
Home,Kitchenware,Kitchen appliances,,,,,,Non food,,,,,Cuisinart Mini Food Chopper 500ml
Home,Kitchenware,Kitchen appliances,,,,,,Non food,,,,,Smeg Retro Style Electric Kettle 1.7L
Home,Kitchenware,Kitchen appliances,,,,,,Non food,,,,,Russell Hobbs Retro 4-Slice Toaster
Home,Kitchenware,Kitchen appliances,,,,,,Non food,,,,,Ninja Easy Fry Precision Air Fryer
Home,Kitchenware,Kitchen appliances,,,,,,Non food,,,,,Tefal Ultra Compact Steamer 9L
Home,Kitchenware,Kitchen appliances,,,,,,Non food,,,,,Braun 2-in-1 Hand Blender and Chopper Set
Home,Kitchenware,Other kitchenware,,,,,,Non food,,,,,John Lewis Stainless Steel Mixing Bowl Set
Home,Kitchenware,Other kitchenware,,,,,,Non food,,,,,Joseph Joseph Nesting Kitchen Utensils Set
Home,Kitchenware,Other kitchenware,,,,,,Non food,,,,,KitchenAid Artisan Series Measuring Cups Set
Home,Kitchenware,Other kitchenware,,,,,,Non food,,,,,KitchenCraft Silicone Baking Mat
Home,Kitchenware,Other kitchenware,,,,,,Non food,,,,,Lakeland Bamboo Fibre Chopping Board Set
Home,Kitchenware,Other kitchenware,,,,,,Non food,,,,,OXO Good Grips Swivel Peeler
Home,Kitchenware,Other kitchenware,,,,,,Non food,,,,,Pyrex Classic Glass Measuring Jug 1L
Home,Kitchenware,Other kitchenware,,,,,,Non food,,,,,Russell Hobbs Electric Can Opener
Home,Kitchenware,Other kitchenware,,,,,,Non food,,,,,Salter Digital Kitchen Scale
Home,Kitchenware,Other kitchenware,,,,,,Non food,,,,,Tefal Ingenio 5-Piece Non-Stick Cookware Set
Home,Kitchenware,Tableware,,,,,,Non food,,,,,Dunelm Essentials Glass Tumbler Set
Home,Kitchenware,Tableware,,,,,,Non food,,,,,Tesco Everyday Glass Dinner Plate Set
Home,Kitchenware,Tableware,,,,,,Non food,,,,,Wilko Everyday Glass Tumbler Set
Home,Kitchenware,Tableware,,,,,,Non food,,,,,Sainsbury's Classic White Porcelain Dinner Set
Home,Kitchenware,Tableware,,,,,,Non food,,,,,John Lewis Everyday Glass Dinnerware Collection
Home,Kitchenware,Tableware,,,,,,Non food,,,,,Denby Classic Porcelain Dinnerware Set
Home,Kitchenware,Tableware,,,,,,Non food,,,,,M&S Everyday Porcelain Dinner Plate Set
Home,Kitchenware,Tableware,,,,,,Non food,,,,,Next Home Everyday Stoneware Bowl Set
Home,Kitchenware,Tableware,,,,,,Non food,,,,,Le Creuset Stoneware Dinner Plate Set
Home,Kitchenware,Tableware,,,,,,Non food,,,,,IKEA Classic Glassware Set
Home,Kitchenware,Tableware,,,,,,Non food,,,,,Tesco Classic Stoneware Dinner Set
Home,Kitchenware,Tableware,,,,,,Non food,,,,,Debenhams 12-Piece Glass Dinnerware Set
Home,Kitchenware,Tableware,,,,,,Non food,,,,,Wilko FÄRGRIK 18-Piece Tableware Set
Home,Kitchenware,Tableware,,,,,,Non food,,,,,Sainsbury's VARDAGEN Stoneware Bowl Set
Home,Kitchenware,Tableware,,,,,,Non food,,,,,Morrisons Glassware Collection Set
Home,Kitchenware,Tableware,,,,,,Non food,,,,,Debenhams Porcelain Dinnerware Set
Home,Kitchenware,Tableware,,,,,,Non food,,,,,Waitrose Fine Bone China Dinnerware Collection
Home,Kitchenware,Tableware,,,,,,Non food,,,,,Habitat Everyday Stoneware Mug Set
Home,Kitchenware,Tableware,,,,,,Non food,,,,,Asda Everyday Glass Tumbler Collection
Home,Kitchenware,Tableware,,,,,,Non food,,,,,Dunelm Necessities Ceramic Serving Platter Set
Home,Kitchenware,Tableware,,,,,,Non food,,,,,Matalan Everyday Glass Tumbler Set
Home,Kitchenware,Tableware,,,,,,Non food,,,,,Next Home Stoneware 16-Piece Tableware Set
Home,Kitchenware,Tableware,,,,,,Non food,,,,,Wilko Basics Glass Water Jug
Home,Kitchenware,Tableware,,,,,,Non food,,,,,M&S Everyday Stoneware 16-Piece Dinner Set
Home,Kitchenware,Tableware,,,,,,Non food,,,,,Homebase Everyday Value 12-Piece Melamine Dinner Set
Home,Kitchenware,Tableware,,,,,,Non food,,,,,Dunelm Staples Glass Wine Goblet Set
Home,Kitchenware,Tableware,,,,,,Non food,,,,,Tesco Classic Ceramic Mug Set
Home,Kitchenware,Tableware,,,,,,Non food,,,,,John Lewis Classic Glass Tumbler Set
Home,Kitchenware,Tableware,,,,,,Non food,,,,,Asda Everyday Ceramic Dinner Plate Set
Home,Kitchenware,Tableware,,,,,,Non food,,,,,Habitat Everyday Glassware Collection
Home,Office,Journals & calendars,,,,,,Non food,,,,,1990 Vintage Style Desk Diary
Home,Office,Journals & calendars,,,,,,Non food,,,,,1999 Inspirational Weekly Desk Diary
Home,Office,Journals & calendars,,,,,,Non food,,,,,2000 Artistic Desk Planner - Watercolor Cover
Home,Office,Journals & calendars,,,,,,Non food,,,,,2006 Classic Leather Bound Journal
Home,Office,Journals & calendars,,,,,,Non food,,,,,2008 Elegant Hardcover Journal
Home,Office,Journals & calendars,,,,,,Non food,,,,,2010 Classic Leather Desk Planner
Home,Office,Journals & calendars,,,,,,Non food,,,,,2011 Inspirational Quotes Journal
Home,Office,Journals & calendars,,,,,,Non food,,,,,2022 Eco-Friendly Desk Calendar
Home,Office,Journals & calendars,,,,,,Non food,,,,,2023 Artistic Monthly Wall Calendar
Home,Office,Journals & calendars,,,,,,Non food,,,,,2025 Artistic Weekly Desk Planner
Home,Office,Journals & calendars,,,,,,Non food,,,,,3001 Nature Scenes Wall Calendar
Home,Office,Journals & calendars,,,,,,Non food,,,,,63 Scenic Landscapes Wall Planner
Home,Office,Journals & calendars,,,,,,Non food,,,,,6x Nature-Inspired Daily Journal
Home,Office,Journals & calendars,,,,,,Non food,,,,,89x Year Planner - Minimalist Cover
Home,Office,Journals & calendars,,,,,,Non food,,,,,Artistic Abstract Weekly Diary
Home,Office,Journals & calendars,,,,,,Non food,,,,,Calendar 2009
Home,Office,Journals & calendars,,,,,,Non food,,,,,Illustrated Nature Desk Diary
Home,Office,Journals & calendars,,,,,,Non food,,,,,Inspirational Daily Planner - Abstract Design
Home,Office,Journals & calendars,,,,,,Non food,,,,,Inspirational Desk Jorunal - Artistic Cover
Home,Office,Journals & calendars,,,,,,Non food,,,,,Journal for days
Home,Office,Journals & calendars,,,,,,Non food,,,,,Modern Art Desk Calendar
Home,Office,Journals & calendars,,,,,,Non food,,,,,Modern Minimalist Weekly Planner
Home,Office,Journals & calendars,,,,,,Non food,,,,,Monthly Planner - Geometric Pattern
Home,Office,Journals & calendars,,,,,,Non food,,,,,Naked calendar
Home,Office,Journals & calendars,,,,,,Non food,,,,,Planner 2x
Home,Office,Journals & calendars,,,,,,Non food,,,,,To Month Planner - Modern Typography Design
Home,Office,Journals & calendars,,,,,,Non food,,,,,Wall Calendar - Floral Design
Home,Office,Journals & calendars,,,,,,Non food,,,,,Week Planner - Botanical Theme
Home,Office,Journals & calendars,,,,,,Non food,,,,,Weekly Planner - Minimalist Design
Home,Office,Journals & calendars,,,,,,Non food,,,,,Yearly Planner - Abstract Art Cover
Home,Office,Other office,,,,,,Non food,,,,,Xerox A4 White Paper 80gsm 500 Sheets
Home,Office,Other office,,,,,,Non food,,,,,HP A4 White Printer Paper 75gsm 500 Sheets
Home,Office,Other office,,,,,,Non food,,,,,Navigator A4 Copier Paper 75gsm 500 Sheets
Home,Office,Other office,,,,,,Non food,,,,,Double A A4 White Copy Paper 70gsm 500 Sheets
Home,Office,Other office,,,,,,Non food,,,,,Canon A4 Everyday Copy Paper 75gsm 500 Sheets
Home,Office,Other office,,,,,,Non food,,,,,Hammermill A4 Printer Ink
Home,Office,Other office,,,,,,Non food,,,,,Paperclip
Home,Office,Other office,,,,,,Non food,,,,,Clairefontaine A4 Premium Printer Paper 90gsm 500 Sheets
Home,Office,Other office,,,,,,Non food,,,,,Georgia-Pacific A4 Multipurpose Paper 500 Sheets
Home,Office,Other office,,,,,,Non food,,,,,Staples Office Paper Ream 500 Sheets
Home,Office,Postage,,,,,,Non food,,,,,Avery Airmail Stickers Pack
Home,Office,Postage,,,,,,Non food,,,,,DYMO Express Delivery Labels Pack
Home,Office,Postage,,,,,,Non food,,,,,Royal Mail Postage Stamp Assortment Pack
Home,Office,Postage,,,,,,Non food,,,,,Stanley Gibbons Postage Stamps Collection
Home,Office,Postage,,,,,,Non food,,,,,Priority Mail Postage Stickers Set
Home,Office,Postage,,,,,,Non food,,,,,Avery Priority Shipping Labels Pack
Home,Office,Postage,,,,,,Non food,,,,,Royal Mail Regular Mailing Stamps Set
Home,Office,Postage,,,,,,Non food,,,,,Royal Mail Regular Postage Stamps 8 Pack
Home,Office,Postage,,,,,,Non food,,,,,Office Depot Standard Mailing Envelopes Pack
Home,Office,Postage,,,,,,Non food,,,,,Avery Standard Postage Labels Pack
Home,Office,Postage,,,,,,Non food,,,,,Royal Mail Standard Postage Stamps Booklet
Home,Office,Postage,,,,,,Non food,,,,,DYMO Standard Shipping Stamps Pack
Home,Office,Postage,,,,,,Non food,,,,,Royal Mail Business Postage Stamps Booklet
Home,Office,Postage,,,,,,Non food,,,,,Royal Mail Economy Postage Stamps Set
Home,Office,Postage,,,,,,Non food,,,,,Royal Mail First Class Stamps Booklet
Home,Office,Postage,,,,,,Non food,,,,,Royal Mail International Postage Stamps Set
Home,Office,Postage,,,,,,Non food,,,,,Royal Mail International Tracked Stamps Set
Home,Office,Postage,,,,,,Non food,,,,,Royal Mail Large Letter Stamps 6 Pack
Home,Office,Postage,,,,,,Non food,,,,,Avery Parcel Post Labels Pack
Home,Office,Postage,,,,,,Non food,,,,,Stanley Gibbons Postage Stamp Collection 10 Pack
Home,Office,Postage,,,,,,Non food,,,,,Royal Mail Postage Stamps 12 Pack
Home,Office,Postage,,,,,,Non food,,,,,Royal Mail Prepaid Postage Envelopes 10 Pack
Home,Office,Postage,,,,,,Non food,,,,,Priority Mail Stickers Pack
Home,Office,Postage,,,,,,Non food,,,,,Royal Mail Second Class Stamps Pack
Home,Office,Postage,,,,,,Non food,,,,,Royal Mail Standard Letter Postage Stamps 8 Pack
Home,Office,Postage,,,,,,Non food,,,,,Royal Mail Standard Letter Stamps 10 Pack
Home,Office,Postage,,,,,,Non food,,,,,Royal Mail Standard Postage Stamps 4 Pack
Home,Office,Postage,,,,,,Non food,,,,,Royal Mail Standard Postage Stamps 6 Pack
Home,Office,Postage,,,,,,Non food,,,,,Royal Mail Standard Postage Stamps Set
Home,Office,Postage,,,,,,Non food,,,,,Royal Mail Standard Shipping Stamps 8 Pack
Home,Office,Stationary,,,,,,Non food,,,,,Xerox A4 White Printer Paper 75gsm 500 Sheets
Home,Office,Stationary,,,,,,Non food,,,,,HP A4 Premium White Paper 80gsm 500 Sheets
Home,Office,Stationary,,,,,,Non food,,,,,Canon A4 Assorted Colour Paper 80gsm 250 Sheets
Home,Office,Stationary,,,,,,Non food,,,,,Oxford A4 Blue Lined Writing Pad 100 Pages
Home,Office,Stationary,,,,,,Non food,,,,,Clairefontaine A4 Bright Neon Stationery Pack 100 Sheets
Home,Office,Stationary,,,,,,Non food,,,,,Navigator A4 Bright White Copy Paper 75gsm 250 Sheets
Home,Office,Stationary,,,,,,Non food,,,,,Rhodia A4 Deluxe Writing Pad 120 Pages
Home,Office,Stationary,,,,,,Non food,,,,,Mondi A4 Eco-Friendly Recycled Paper 80gsm 500 Sheets
Home,Office,Stationary,,,,,,Non food,,,,,Moleskine A4 Executive Writing Pad 120 Pages
Home,Office,Stationary,,,,,,Non food,,,,,Oxford A4 High-Quality Graph Paper Pad 80gsm 50 Sheets
Home,Office,Stationary,,,,,,Non food,,,,,Clairefontaine A4 High-Quality Stationery Paper 90gsm 250 Sheets
Home,Office,Stationary,,,,,,Non food,,,,,Southworth A4 Ivory Parchment Paper 90gsm 50 Sheets
Home,Office,Stationary,,,,,,Non food,,,,,Color Copy A4 Pastel Coloured Paper 80gsm 100 Sheets
Home,Office,Stationary,,,,,,Non food,,,,,Navigator A4 Pastel Stationery Paper 80gsm 200 Sheets
Home,Office,Stationary,,,,,,Non food,,,,,HP A4 Premium Inkjet Paper 90gsm 100 Sheets
Home,Office,Stationary,,,,,,Non food,,,,,Southworth A4 Premium Quality Ivory Paper 90gsm 50 Sheets
Home,Office,Stationary,,,,,,Non food,,,,,Oxford A4 Premium Quality Stationery Set 120 Sheets
Home,Office,Stationary,,,,,,Non food,,,,,Navigator A4 Premium Quality White Paper 100gsm 250 Sheets
Home,Office,Stationary,,,,,,Non food,,,,,Mondi A4 Premium Stationery Paper 90gsm 200 Sheets
Home,Office,Stationary,,,,,,Non food,,,,,Clairefontaine A4 Premium Stationery Set 100 Sheets
Home,Office,Stationary,,,,,,Non food,,,,,Xerox A4 Recycled Paper 80gsm 500 Sheets
Home,Office,Stationary,,,,,,Non food,,,,,Color Copy A4 Coloured Cardstock 250gsm 50 Sheets
Home,Office,Stationary,,,,,,Non food,,,,,Rhodia A4 Graph Paper Pad 50 Sheets
Home,Office,Stationary,,,,,,Non food,,,,,Oxford A4 Lined Notepad 80 Sheets
Home,Office,Stationary,,,,,,Non food,,,,,Double A A4 Multi-Purpose Copy Paper 75gsm 500 Sheets
Home,Office,Stationary,,,,,,Non food,,,,,Color Copy A4 Pastel Cardstock 210gsm 50 Sheets
Home,Office,Stationary,,,,,,Non food,,,,,HP A4 Plain Paper Ream 500 Sheets
Home,Office,Stationary,,,,,,Non food,,,,,Epson A4 Premium Glossy Photo Paper 50 Sheets
Home,Office,Stationary,,,,,,Non food,,,,,Moleskine A4 Ruled Notebook 100 Pages
Home,Office,Stationary,,,,,,Non food,,,,,Xerox A4 White Copier Paper 75gsm 500 Sheets
Home,Other home,Other home,,,,,,Non food,,,,,E-Cloth All-Purpose Microfiber Cleaning Cloths 10 Pack
Home,Other home,Other home,,,,,,Non food,,,,,Iris Assorted Storage Boxes Set
Home,Other home,Other home,,,,,,Non food,,,,,Command Assorted Storage Hooks Set
Home,Other home,Other home,,,,,,Non food,,,,,Vileda Multi-Purpose Cleaning Cloths 5 Pack
Home,Other home,Other home,,,,,,Non food,,,,,Scotch-Brite Multi-Purpose Cleaning Sponge Set
Home,Other home,Other home,,,,,,Non food,,,,,Marigold Multi-Purpose Household Gloves
Home,Other home,Other home,,,,,,Non food,,,,,Stanley Multi-Purpose Tool Meal kit
Home,Other home,Other home,,,,,,Non food,,,,,Velcro Multi-Use Cable Ties Pack
Home,Other home,Other home,,,,,,Non food,,,,,Gorilla Universal Adhesive Tape Roll
Home,Other home,Other home,Special event or occasion,,,,,Non food,,,,,Festive Celebration Gift Wrap Set
Meat,Other meat,Other meat,Special event or occasion,Contains meat,,,,Salty,Savoury,Umami,,,Festive Well-salted Meat Selection Box
Meat,Other meat,Other meat,Vegetarian or vegan alternative,Frozen food,Just cook food,Health food or drink,,Savoury,Umami,,,,Frozen High-Protein Savoury & Brothy Plant-Based Pieces
Meat,Other meat,Other meat,Halal,Frozen food,Health food or drink,Kosher,,Spicy,Umami,Savoury,,,Halal & Kosher Certified Balanced Fiery Meat Bites (Frozen)
Meat,Other meat,Other meat,Contains meat,Health food or drink,Fresh,Halal,,Savoury,Umami,,,,Halal Recently harvested Nutritious Meat Strips
Meat,Other meat,Other meat,Health food or drink,Vegetarian or vegan alternative,Fresh,Halal,,Sour,Savoury,,,,Halal Vegan Wholesome Sour & Savoury Fresh Meat-Free Strips
Meat,Other meat,Other meat,Kosher,Organic or additive free,Frozen food,Vegetarian or vegan alternative,Health food or drink,Bitter,Umami,Savoury,Sour,,"Kosher Green Vegan Nutrient-Rich Savoury Meat Substitute (Frozen) with Kale, Vinegar & Mushroom"
Meat,Other meat,Other meat,Fresh,Special event or occasion,Organic or additive free,,,Savoury,Umami,,,,Organically produced Recently harvested Celebration Meat Platter
Meat,Other meat,Other meat,Frozen food,Contains meat,Organic or additive free,Halal,Special event or occasion,Savoury,Umami,,,,Pesticide-free Halal Celebration Meat Platter (Frozen)
Meat,Other meat,Other meat,Organic or additive free,Frozen food,Contains meat,Halal,Health food or drink,Umami,Savoury,,,,Green Halal Good for you Meat Medley (Frozen)
Meat,Other meat,Other meat,Just cook food,Vegetarian or vegan alternative,Fresh,,,Savoury,,,,,Plant Pioneers Ready-to-Cook Recently harvested Savoury Vegan Meat Pieces
Meat,Other meat,Tofu & tempeh,Vegetarian or vegan alternative,Just cook food,Health food or drink,Fresh,,Bitter,Umami,,,,Cauldron Newly picked Kale & Miso Tempeh 200g
Meat,Other meat,Tofu & tempeh,Vegetarian or vegan alternative,Fresh,Health food or drink,,,Neutral,,,,,Nasoya Crisp Neutral Tofu Block 300g
Meat,Other meat,Tofu & tempeh,Vegetarian or vegan alternative,Fresh,,,,Neutral,,,,,Lightlife Recently harvested Neutral Vegan Tempeh 300g
Meat,Other meat,Tofu & tempeh,Vegetarian or vegan alternative,Health food or drink,Just cook food,Fresh,,Umami,,,,,House Foods Crisp Tofu with Rich Brothy Flavour 250g
Meat,Other meat,Tofu & tempeh,Vegetarian or vegan alternative,Fresh,,,,Sour,,,,,Tofurky Recently harvested Vegan Lemon-Infused Tofu 300g
Meat,Other meat,Tofu & tempeh,Vegetarian or vegan alternative,Health food or drink,Fresh,,,Neutral,,,,,SoFine Vibrant Vegan Neutral Tofu 250g
Meat,Other meat,Tofu & tempeh,Vegetarian or vegan alternative,Fresh,,,,Neutral,,,,,Mori-Nu Newly picked Vegan Neutral Tofu 300g
Meat,Other meat,Tofu & tempeh,Vegetarian or vegan alternative,Health food or drink,Fresh,,,Neutral,,,,,Viana Crisp Vegan Neutral Tofu 400g
Meat,Other meat,Tofu & tempeh,Vegetarian or vegan alternative,Fresh,Health food or drink,,,Neutral,,,,,Clearspring Crisp Vegan Neutral Tofu Block 300g
Meat,Other meat,Tofu & tempeh,Vegetarian or vegan alternative,Fresh,Health food or drink,,,Neutral,,,,,SoyBoy Newly picked Vegan Neutral Tofu Block 300g
Meat,Other meat,Tofu & tempeh,Vegetarian or vegan alternative,Fresh,,,,Neutral,,,,,Biona Vibrant Vegan Neutral Tofu Block 400g
Meat,Other meat,Tofu & tempeh,Vegetarian or vegan alternative,Health food or drink,Fresh,,,Umami,,,,,Dragonfly Farm-fresh Vegan Tofu with Rich Brothy Essence 250g
Meat,Other meat,Tofu & tempeh,Vegetarian or vegan alternative,Health food or drink,,,,Neutral,,,,,Marigold Neutral Vegan Tofu 300g
Meat,Other meat,Tofu & tempeh,Vegetarian or vegan alternative,Health food or drink,,,,Neutral,,,,,Plantastic Vegan Health Tofu Block 300g
Meat,Other meat,Tofu & tempeh,Vegetarian or vegan alternative,Health food or drink,Fresh,,,Neutral,,,,,Recently harvested Vegan Tempeh Block 300g
Meat,Other meat,Tofu & tempeh,Vegetarian or vegan alternative,Fresh,Health food or drink,,,Neutral,,,,,Vibrant Vegan Tofu Block 350g
Meat,Other meat,Tofu & tempeh,Vegetarian or vegan alternative,Frozen food,Organic or additive free,,,Sour,,,,,Frozen Eco-friendly Vinegar-Infused Tempeh Bites 300g
Meat,Other meat,Tofu & tempeh,Vegetarian or vegan alternative,Health food or drink,Frozen food,Organic or additive free,,Neutral,,,,,Frozen Naturally grown Vegan Tempeh 300g
Meat,Other meat,Tofu & tempeh,Vegetarian or vegan alternative,Frozen food,Organic or additive free,Health food or drink,,Neutral,,,,,Frozen Naturally grown Vegan Tofu Cubes 350g
Meat,Other meat,Tofu & tempeh,Vegetarian or vegan alternative,Frozen food,Health food or drink,,,Neutral,,,,,Frozen Vegan Health Tofu Cubes 300g
Meat,Other meat,Tofu & tempeh,Vegetarian or vegan alternative,Frozen food,Health food or drink,,,Neutral,,,,,Frozen Vegan Health Tofu Slabs 400g
Meat,Other meat,Tofu & tempeh,Vegetarian or vegan alternative,Health food or drink,Frozen food,,,Neutral,,,,,Frozen Vegan Tofu Health Blocks 400g
Meat,Other meat,Tofu & tempeh,Vegetarian or vegan alternative,Frozen food,Health food or drink,,,Neutral,,,,,Frozen Vegan Tofu Health Cubes 350g
Meat,Other meat,Tofu & tempeh,Vegetarian or vegan alternative,Frozen food,,,,Umami,,,,,Frozen Vegan Savoury Tofu Blocks 400g
Meat,Other meat,Tofu & tempeh,Vegetarian or vegan alternative,Fresh,Organic or additive free,Health food or drink,,Neutral,,,,,Eco-friendly Fresh Neutral Tempeh 250g
Meat,Other meat,Tofu & tempeh,Vegetarian or vegan alternative,Organic or additive free,Health food or drink,Fresh,,Neutral,,,,,Naturally grown Just picked Neutral Tofu Slabs 400g
Meat,Other meat,Tofu & tempeh,Vegetarian or vegan alternative,Organic or additive free,Health food or drink,Fresh,,Sweet,Umami,Bitter,,,"Chemical-free Crisp Tempeh with Mildly sweet, Brothy & Kale Notes 250g"
Meat,Other meat,Tofu & tempeh,Vegetarian or vegan alternative,Fresh,Health food or drink,Organic or additive free,,Spicy,,,,,Organic Fiery Tofu Block 300g
Meat,Other meat,Tofu & tempeh,Vegetarian or vegan alternative,Health food or drink,Fresh,,,Savoury,Spicy,Umami,,,Peppery Savoury Miso Tofu Cubes 400g
Meat,Other meat,Tofu & tempeh,Vegetarian or vegan alternative,Health food or drink,,,,Salty,Sweet,Umami,,,Sugary & Sea-salty Vegan Tofu Bites with Earthy Kick 250g
Meat,Poultry,Chicken,Fresh,,,,,Umami,Savoury,Bitter,,,Tesco Espresso-Infused Chicken Wings
Meat,Poultry,Chicken,Health food or drink,Fresh,Contains meat,,,Umami,Savoury,,,,Sainsbury's Chicken Breast Fillets
Meat,Poultry,Chicken,Health food or drink,Vegetarian or vegan alternative,Fresh,,,Umami,Savoury,,,,Morrisons This isn't Chicken Breast Fillets
Meat,Poultry,Chicken,Fresh,,,,,Umami,Savoury,,,,ASDA Chicken Breast Portions
Meat,Poultry,Chicken,Health food or drink,Fresh,Contains meat,,,Umami,Savoury,Sweet,,,Waitrose Bee syrup-Infused Chicken Breast Fillets
Meat,Poultry,Chicken,Health food or drink,Fresh,Contains meat,,,Umami,Savoury,Sweet,,,Co-op Sugar syrup-Infused Chicken Breast Fillets
Meat,Poultry,Chicken,Fresh,Contains meat,Health food or drink,,,Umami,Savoury,Sour,,,Iceland Zesty Chicken Thighs
Meat,Poultry,Chicken,Contains meat,Frozen food,,,,Umami,Savoury,,,,Tesco Frozen Chicken Drumsticks
Meat,Poultry,Chicken,Health food or drink,Frozen food,Contains meat,,,Umami,Savoury,,,,Sainsbury's Frozen Health Chicken Fillets
Meat,Poultry,Chicken,Halal,Fresh,Vegetarian or vegan alternative,Health food or drink,Kosher,Umami,Savoury,Spicy,,,Halal Chilli No-Chicken Breast Fillets
Meat,Poultry,Chicken,Halal,Health food or drink,Fresh,Vegetarian or vegan alternative,Kosher,Umami,Savoury,,,,Halal Chicken Breast Fillets
Meat,Poultry,Chicken,Contains meat,Health food or drink,Fresh,Halal,,Umami,Savoury,,,,Al Islami Chicken Breast Fillets
Meat,Poultry,Chicken,Contains meat,Frozen food,Halal,Health food or drink,,Umami,Savoury,,,,Halal Frozen Health Chicken Breast Fillets
Meat,Poultry,Chicken,Frozen food,Halal,Contains meat,Health food or drink,,Umami,Savoury,,,,Halal Frozen Chicken Portions
Meat,Poultry,Chicken,Frozen food,Health food or drink,Vegetarian or vegan alternative,Halal,,Umami,Savoury,Sour,,,Halal Frozen Tangy Chicken Pieces
Meat,Poultry,Chicken,Contains meat,Frozen food,Halal,Kosher,Health food or drink,Umami,Savoury,Spicy,,,Halal Frozen Chilli Chicken Wings
Meat,Poultry,Chicken,Health food or drink,,,,,Umami,Savoury,,,,Good for you Choice Chicken Breast Fillets
Meat,Poultry,Chicken,Just cook food,Health food or drink,,,,Umami,Savoury,,,,Wholesome Living Prepped Chicken Breast Fillets
Meat,Poultry,Chicken,Contains meat,Fresh,Kosher,Health food or drink,,Umami,Savoury,,,,Kosher Chicken Breast Fillets
Meat,Poultry,Chicken,Kosher,Health food or drink,Frozen food,Contains meat,,Umami,Savoury,,,,Kosher Frozen Chicken Breast Fillets
Meat,Poultry,Chicken,Organic or additive free,Contains meat,Fresh,Kosher,Health food or drink,Umami,Savoury,,,,Kosher Chemical-free Chicken Breast
Meat,Poultry,Chicken,Fresh,Organic or additive free,Kosher,Contains meat,Health food or drink,Umami,Savoury,,,,Kosher Organic Chicken Thighs
